City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Property_Age_years,Parking,Furnishing,Distance_to_CityCenter_km,Market_Price_INR_Log
Mumbai,Premium,1,1,583.1,20,0,Unfurnished,6.77,16.08118422933765
Mumbai,Budget,1,1,659.5,16,1,Semi-Furnished,21.63,15.78624250987081
Nagpur,Mid,3,3,998.6,0,1,Semi-Furnished,17.97,15.6168627033356
Hyderabad,Premium,3,3,1104.9,4,1,Fully-Furnished,18.39,16.249184700990803
Bangalore,Premium,4,5,1667.3,2,1,Fully-Furnished,19.99,16.70560166537066
Pune,Mid,1,2,561.3,21,1,Unfurnished,20.94,15.14482284263704
Hyderabad,Budget,1,1,631.2,10,1,Fully-Furnished,20.31,14.857994725388107
Hyderabad,Premium,4,5,1883.6,17,1,Semi-Furnished,13.82,16.671460226429634
Mumbai,Mid,2,4,930.3,2,0,Semi-Furnished,0.5,16.565590663769413
Pune,Mid,2,3,970.0,2,0,Unfurnished,26.46,15.777351000561264
Nagpur,Premium,5,5,2130.6,1,0,Fully-Furnished,0.5,16.49070521186147
Bangalore,Budget,1,1,528.5,6,0,Semi-Furnished,24.38,14.901282764466877
Mumbai,Premium,1,1,664.0,11,1,Semi-Furnished,10.66,16.25886508564262
Hyderabad,Premium,4,4,1914.9,3,1,Unfurnished,13.26,16.751950684063438
Pune,Mid,2,3,1050.8,13,0,Unfurnished,15.97,15.837820479562852
Bangalore,Mid,2,3,974.6,12,0,Fully-Furnished,21.78,15.943026412414962
Bangalore,Mid,2,4,875.5,21,1,Unfurnished,23.09,15.877640998417471
Bangalore,Mid,3,4,1163.5,18,1,Unfurnished,18.29,16.17403675751364
Hyderabad,Budget,2,3,915.9,6,1,Fully-Furnished,10.89,15.477702956724833
Pune,Mid,2,2,992.3,12,1,Semi-Furnished,16.38,15.962661915033175
Mumbai,Mid,4,4,1732.3,6,0,Semi-Furnished,6.54,17.047281521993195
Nagpur,Budget,3,4,1248.1,7,0,Unfurnished,3.71,15.594899324601228
Bangalore,Budget,3,3,1295.9,7,1,Unfurnished,13.31,16.170898894798214
Mumbai,Mid,1,1,572.1,5,1,Semi-Furnished,15.11,15.929098662968652
Hyderabad,Premium,3,3,1201.2,5,1,Semi-Furnished,10.08,16.347759816782613
Bangalore,Mid,4,5,1517.1,3,0,Semi-Furnished,8.9,16.564120639237775
Mumbai,Mid,2,3,971.6,4,1,Semi-Furnished,23.55,16.512445546668847
Pune,Premium,4,4,1633.0,10,1,Fully-Furnished,13.22,16.745706052286838
Bangalore,Premium,2,1,869.2,2,0,Unfurnished,12.96,16.164660483770724
Nagpur,Budget,1,1,559.0,12,0,Unfurnished,25.2,14.309283202684137
Pune,Mid,2,2,859.0,9,1,Unfurnished,9.18,15.873325547507834
Hyderabad,Mid,3,3,1266.5,10,1,Semi-Furnished,15.83,16.106057077242955
Hyderabad,Mid,1,1,568.9,6,1,Unfurnished,23.69,14.96697901908951
Nagpur,Mid,3,4,1331.7,16,1,Fully-Furnished,17.39,15.796052472976296
Mumbai,Mid,3,3,1383.9,2,1,Semi-Furnished,24.97,16.938824327310126
Nagpur,Mid,3,2,1333.9,8,0,Unfurnished,15.16,15.803629670681877
Nagpur,Mid,2,2,750.9,5,1,Unfurnished,14.82,15.080761229518922
Mumbai,Mid,4,5,1564.7,8,0,Fully-Furnished,10.72,16.97357194800269
Bangalore,Mid,2,3,972.5,2,0,Semi-Furnished,17.9,16.071117978233442
Pune,Mid,2,3,930.9,8,1,Unfurnished,12.33,15.927062498162284
Pune,Premium,3,3,1243.3,11,1,Unfurnished,5.83,16.349991746759
Mumbai,Premium,4,4,1394.6,8,0,Fully-Furnished,5.71,17.09965395065092
Hyderabad,Mid,2,1,906.2,2,0,Fully-Furnished,9.46,15.798838422121934
Bangalore,Premium,5,5,2203.0,6,0,Semi-Furnished,9.42,17.020034769328955
Bangalore,Premium,1,1,640.4,8,0,Semi-Furnished,10.35,15.844942848940558
Mumbai,Mid,3,3,1101.2,5,0,Semi-Furnished,3.7,16.683471787611428
Pune,Mid,3,4,1351.6,4,1,Semi-Furnished,12.89,16.36758071808911
Bangalore,Mid,2,1,951.6,10,1,Unfurnished,12.28,16.014965534997692
Pune,Budget,3,3,1386.2,18,1,Fully-Furnished,9.49,16.11890122639528
Mumbai,Mid,3,4,1239.6,11,0,Unfurnished,16.04,16.746697963693887
Hyderabad,Budget,1,1,412.2,11,0,Semi-Furnished,16.73,14.164947671890898
Bangalore,Mid,4,5,1438.0,20,1,Unfurnished,14.28,16.489954267304622
Pune,Premium,2,2,743.7,7,1,Fully-Furnished,4.24,15.91173878650177
Nagpur,Budget,1,1,673.7,15,0,Semi-Furnished,17.21,14.486572648390407
Pune,Mid,2,3,742.6,10,1,Fully-Furnished,13.26,15.695678108891222
Mumbai,Mid,3,4,1025.4,6,1,Unfurnished,15.83,16.60404429263893
Mumbai,Mid,2,3,978.4,9,1,Semi-Furnished,14.13,16.552699602587545
Mumbai,Budget,2,2,960.2,16,1,Unfurnished,33.39,16.06392791352535
Pune,Mid,1,1,504.7,9,1,Semi-Furnished,8.13,15.204874453240283
Pune,Mid,3,4,1103.6,1,1,Unfurnished,10.23,16.128855653938526
Pune,Premium,3,3,1195.5,9,1,Semi-Furnished,18.14,16.382431278704026
Mumbai,Budget,2,4,961.1,10,1,Semi-Furnished,30.5,16.110857720219798
Hyderabad,Budget,2,3,918.7,5,0,Unfurnished,29.55,15.224640931209223
Pune,Mid,2,2,930.4,11,1,Semi-Furnished,13.36,15.887387308626833
Hyderabad,Budget,2,3,1058.7,15,1,Unfurnished,14.52,15.465708190979647
Hyderabad,Mid,3,3,1200.5,6,0,Unfurnished,16.2,16.081028473282036
Mumbai,Mid,2,4,850.5,6,0,Semi-Furnished,9.96,16.366635567171144
Mumbai,Budget,2,1,755.8,7,0,Unfurnished,27.66,15.82995160514661
Bangalore,Mid,3,3,1181.0,12,1,Semi-Furnished,11.11,16.17770234309538
Pune,Mid,2,1,819.1,8,0,Semi-Furnished,16.95,15.610925504453485
Bangalore,Mid,3,3,1243.3,13,0,Unfurnished,13.75,16.29987030822999
Nagpur,Premium,1,1,630.7,3,1,Fully-Furnished,16.08,15.277043412671931
Mumbai,Budget,2,2,991.0,21,0,Semi-Furnished,21.67,16.332449324233465
Nagpur,Budget,2,2,854.2,18,0,Semi-Furnished,24.75,14.749727255345128
Hyderabad,Mid,2,2,1096.2,8,1,Fully-Furnished,10.74,15.960128229965736
Mumbai,Mid,3,4,1188.9,11,0,Unfurnished,16.27,16.693068456798738
Hyderabad,Mid,2,3,923.7,5,0,Unfurnished,12.04,15.713723345523746
Mumbai,Budget,2,2,867.3,16,0,Semi-Furnished,10.17,16.06903607049958
Pune,Mid,3,4,1382.3,2,1,Unfurnished,12.46,16.30752157850866
Hyderabad,Mid,2,2,900.5,7,0,Semi-Furnished,10.49,15.741403842490536
Nagpur,Mid,1,1,467.4,10,1,Semi-Furnished,6.1,14.776641950691566
Mumbai,Premium,4,4,1500.4,1,0,Fully-Furnished,3.16,17.256589267858846
Hyderabad,Premium,4,5,1884.4,2,1,Unfurnished,8.1,16.680602968674986
Mumbai,Mid,1,1,490.0,6,1,Unfurnished,6.84,15.71541117331152
Pune,Premium,3,3,1356.9,17,1,Unfurnished,8.03,16.516619054421806
Pune,Mid,3,3,1215.1,0,1,Fully-Furnished,15.8,16.177863906197548
Mumbai,Premium,2,3,923.9,7,1,Unfurnished,14.15,16.687314495875817
Pune,Premium,3,3,1184.5,4,1,Semi-Furnished,3.19,16.446631693419135
Hyderabad,Budget,2,3,898.3,15,0,Unfurnished,21.63,15.317280182770984
Bangalore,Budget,2,2,827.5,4,1,Semi-Furnished,11.48,15.703196077915281
Mumbai,Mid,2,2,961.1,7,0,Fully-Furnished,14.94,16.567776029907236
Bangalore,Mid,2,4,1101.9,6,1,Semi-Furnished,25.27,16.01735566640899
Mumbai,Budget,3,3,1183.9,8,0,Semi-Furnished,16.23,16.617386747093803
Hyderabad,Premium,3,3,1260.2,12,1,Semi-Furnished,2.64,16.383089915480227
Pune,Mid,4,4,1934.7,3,1,Unfurnished,14.74,16.655988859955116
Mumbai,Premium,4,4,1277.5,4,1,Fully-Furnished,0.7,17.099732602693592
Mumbai,Premium,3,3,1184.4,4,1,Semi-Furnished,7.9,17.042145086100657
Hyderabad,Mid,1,1,575.0,9,1,Semi-Furnished,13.57,15.158111096476981
Mumbai,Premium,4,4,1537.2,8,1,Unfurnished,3.32,17.315412624301874
Nagpur,Premium,2,4,988.7,14,1,Fully-Furnished,11.07,15.815957592416488
Mumbai,Mid,2,2,825.1,10,1,Fully-Furnished,1.68,16.477973679539907
Mumbai,Budget,2,3,603.7,1,1,Semi-Furnished,20.73,15.836966726320343
Bangalore,Mid,2,2,817.8,11,1,Unfurnished,18.42,15.775138472481544
Hyderabad,Mid,2,2,992.2,8,0,Fully-Furnished,17.69,15.793966168191467
Pune,Mid,2,1,797.5,5,1,Semi-Furnished,11.65,15.735533212985485
Mumbai,Mid,1,2,482.8,3,1,Fully-Furnished,14.84,15.855652513380427
Hyderabad,Premium,2,1,1011.3,9,1,Fully-Furnished,12.57,15.995849482826939
Nagpur,Budget,2,3,848.6,6,0,Semi-Furnished,17.56,14.991209497163272
Pune,Mid,2,2,898.1,4,1,Unfurnished,24.47,15.751282344203803
Mumbai,Mid,1,1,574.5,8,0,Unfurnished,14.31,15.793004780177048
Mumbai,Mid,1,2,522.8,0,0,Semi-Furnished,14.93,15.844700499346931
Bangalore,Mid,2,2,880.7,9,1,Semi-Furnished,17.34,15.85591639937489
Bangalore,Mid,2,2,1075.6,14,1,Fully-Furnished,14.16,16.170735633154653
Bangalore,Mid,3,3,1481.3,6,0,Semi-Furnished,12.99,16.419124852862602
Bangalore,Budget,1,2,406.4,4,0,Semi-Furnished,28.35,14.459058797382847
Mumbai,Mid,3,4,1205.4,5,1,Unfurnished,18.85,16.761169003805207
Nagpur,Budget,2,2,791.5,15,0,Semi-Furnished,10.68,14.98161824190573
Mumbai,Premium,3,3,1288.1,11,1,Fully-Furnished,10.41,17.089396855942933
Pune,Premium,3,2,878.2,10,1,Unfurnished,26.79,16.00805654106033
Mumbai,Mid,4,5,1747.1,2,1,Semi-Furnished,5.5,17.20800370074475
Pune,Mid,4,5,1288.0,4,1,Semi-Furnished,23.53,16.309717492387676
Bangalore,Mid,2,3,865.8,7,1,Unfurnished,15.97,15.970380949055247
Bangalore,Mid,2,3,1002.4,7,1,Semi-Furnished,14.47,15.981483288445176
Pune,Mid,2,2,1022.4,17,1,Unfurnished,5.04,15.882926835104154
Bangalore,Premium,4,4,1326.0,7,1,Unfurnished,10.21,16.609624320354023
Mumbai,Mid,4,4,1829.1,7,1,Semi-Furnished,16.57,17.202399628891705
Nagpur,Mid,3,4,1223.1,7,0,Semi-Furnished,15.34,15.565411732009089
Hyderabad,Budget,2,1,905.5,18,1,Fully-Furnished,19.34,15.447967097290322
Nagpur,Premium,3,3,1370.8,6,1,Semi-Furnished,0.84,16.15815697224003
Pune,Mid,1,1,436.7,21,0,Unfurnished,14.49,14.757873633089375
Pune,Premium,2,1,1075.4,6,1,Fully-Furnished,0.5,16.247134919082526
Hyderabad,Premium,1,1,572.4,4,1,Semi-Furnished,6.64,15.62144179825178
Hyderabad,Budget,3,3,1173.8,8,0,Unfurnished,15.72,15.7686028535478
Pune,Mid,3,3,1152.5,10,0,Fully-Furnished,0.5,16.222482602856708
Pune,Premium,2,3,767.3,6,1,Unfurnished,22.96,15.761262980295667
Bangalore,Mid,1,2,643.6,13,1,Semi-Furnished,13.66,15.582790841824748
Pune,Mid,2,4,903.2,11,1,Fully-Furnished,17.26,15.8519484301257
Mumbai,Mid,3,3,1263.2,9,0,Semi-Furnished,12.57,16.79073119893723
Hyderabad,Mid,3,2,1444.4,14,0,Semi-Furnished,23.49,16.080888573080053
Mumbai,Budget,2,2,671.8,9,1,Fully-Furnished,14.12,16.055600906552208
Pune,Premium,3,3,1367.4,9,1,Unfurnished,12.47,16.517343538810344
Mumbai,Mid,2,2,738.2,1,1,Fully-Furnished,18.75,16.36558381285381
Hyderabad,Mid,1,2,539.5,7,1,Unfurnished,8.04,15.140395630121969
Mumbai,Mid,2,2,925.6,5,1,Fully-Furnished,22.06,16.366967531981246
Mumbai,Budget,2,2,721.2,17,0,Unfurnished,18.8,16.010984047485174
Pune,Premium,1,1,635.1,7,1,Semi-Furnished,10.15,15.762120747648245
Bangalore,Premium,1,1,612.4,13,1,Fully-Furnished,12.6,15.719320217000718
Nagpur,Mid,3,4,1445.4,8,1,Unfurnished,12.5,15.897082329093378
Mumbai,Premium,3,2,1376.5,2,1,Semi-Furnished,18.28,17.17719179350379
Pune,Mid,2,2,849.1,9,1,Semi-Furnished,22.36,15.720224833091327
Hyderabad,Budget,2,3,885.4,10,1,Fully-Furnished,23.35,15.49688915281832
Pune,Premium,3,3,1272.8,8,1,Semi-Furnished,19.91,16.317268507037106
Nagpur,Mid,3,4,1527.0,11,1,Unfurnished,20.81,15.837398328248897
Mumbai,Premium,3,4,1238.5,7,1,Unfurnished,7.74,16.958766357332813
Pune,Premium,3,3,1300.1,6,1,Semi-Furnished,7.21,16.5743881482704
Pune,Mid,2,3,902.7,8,1,Semi-Furnished,13.77,15.78958950065078
Mumbai,Mid,1,1,582.7,2,1,Unfurnished,6.63,16.02265477261331
Bangalore,Budget,2,3,915.8,8,0,Unfurnished,30.41,15.442647121181556
Hyderabad,Mid,2,2,1023.3,12,1,Unfurnished,15.11,15.770410746671974
Nagpur,Mid,2,3,1048.2,13,1,Unfurnished,11.42,15.501893585481758
Hyderabad,Budget,3,3,1170.5,19,0,Fully-Furnished,16.54,15.79538946596062
Nagpur,Premium,3,3,1194.5,18,1,Semi-Furnished,10.15,16.01228103221129
Mumbai,Mid,2,2,842.2,17,0,Unfurnished,9.77,16.411635334062378
Bangalore,Premium,3,4,917.0,12,0,Fully-Furnished,6.36,16.354871775047023
Hyderabad,Budget,3,3,1356.1,10,0,Unfurnished,20.92,15.922442623695462
Bangalore,Mid,2,4,914.0,10,1,Unfurnished,6.97,16.035249876695094
Mumbai,Mid,2,1,1013.9,3,1,Unfurnished,11.15,16.61940085904437
Mumbai,Mid,3,4,1348.9,13,1,Semi-Furnished,10.43,16.85803189959167
Pune,Mid,3,3,1205.6,0,0,Semi-Furnished,13.0,16.061791930587358
Pune,Mid,1,1,551.1,10,0,Fully-Furnished,6.28,15.335330936694241
Pune,Mid,1,1,598.4,2,0,Semi-Furnished,18.18,15.286667990116147
Mumbai,Premium,3,2,1274.8,12,1,Unfurnished,11.23,16.943007664695067
Bangalore,Budget,2,1,946.6,6,0,Semi-Furnished,17.14,15.587976940058509
Mumbai,Mid,1,1,566.8,14,1,Unfurnished,10.43,15.92202443941193
Mumbai,Budget,1,2,446.1,4,1,Unfurnished,17.83,15.311062605895868
Nagpur,Mid,3,3,1359.4,12,0,Semi-Furnished,25.19,15.589128968725797
Hyderabad,Budget,1,1,536.8,5,1,Unfurnished,19.0,14.598768972655037
Nagpur,Mid,2,2,934.4,22,1,Fully-Furnished,12.23,15.358847769693448
Pune,Budget,1,1,573.8,2,0,Fully-Furnished,19.59,14.998984386599755
Pune,Mid,3,3,1159.4,4,0,Unfurnished,2.33,16.140574791235075
Mumbai,Mid,1,1,531.8,7,1,Fully-Furnished,15.13,15.89787208234216
Mumbai,Mid,1,1,567.8,9,0,Unfurnished,0.5,15.913098945125146
Mumbai,Premium,2,3,827.3,22,1,Semi-Furnished,3.32,16.59785225247439
Bangalore,Budget,2,2,900.7,5,0,Semi-Furnished,31.42,15.461286378412849
Hyderabad,Mid,1,2,565.0,12,0,Semi-Furnished,23.44,15.073976945286985
Mumbai,Mid,2,1,881.2,7,0,Unfurnished,9.11,16.317326929138115
Bangalore,Mid,2,2,856.5,14,0,Semi-Furnished,11.39,15.870672086297963
Hyderabad,Budget,1,2,478.0,14,1,Unfurnished,15.63,14.502574774757237
Pune,Mid,2,2,898.1,3,1,Unfurnished,13.8,15.868505449629126
Pune,Mid,1,1,559.7,6,1,Fully-Furnished,20.44,15.163752003789456
Pune,Budget,2,3,879.8,13,0,Fully-Furnished,23.51,15.33256713733203
Hyderabad,Mid,2,2,921.9,12,1,Unfurnished,17.24,15.55910988951452
Hyderabad,Budget,2,2,794.2,10,1,Semi-Furnished,26.15,15.202550890778083
Bangalore,Budget,2,2,857.2,9,1,Semi-Furnished,18.91,15.671139574616875
Mumbai,Premium,2,3,795.3,14,1,Fully-Furnished,14.46,16.55716392845282
Hyderabad,Mid,2,2,1060.7,4,1,Unfurnished,18.88,15.827925285271084
Bangalore,Mid,2,3,817.7,4,1,Semi-Furnished,7.71,15.929911100356767
Pune,Premium,3,4,1358.2,3,1,Semi-Furnished,4.89,16.41595015830921
Mumbai,Premium,4,5,1881.0,3,1,Fully-Furnished,6.57,17.469873124570537
Pune,Budget,3,3,1354.9,10,1,Semi-Furnished,8.9,16.09694892676848
Nagpur,Mid,2,2,885.4,8,1,Fully-Furnished,8.54,15.527135857002891
Bangalore,Budget,3,4,1268.0,12,0,Semi-Furnished,26.27,15.921458554033276
Hyderabad,Budget,1,1,488.2,4,0,Semi-Furnished,12.55,14.69149041467442
Mumbai,Mid,3,4,1093.7,6,1,Semi-Furnished,6.49,16.725054733723116
Pune,Premium,2,2,900.1,4,1,Semi-Furnished,11.53,16.150969050933803
Pune,Budget,3,4,1015.7,14,1,Unfurnished,18.19,15.694455319613349
Pune,Mid,2,3,853.7,4,0,Unfurnished,12.97,15.787373152864376
Mumbai,Premium,3,3,1219.3,2,1,Semi-Furnished,8.39,16.90517893134331
Pune,Mid,2,3,1030.9,4,1,Unfurnished,11.55,15.910237062152245
Hyderabad,Budget,1,2,500.7,8,1,Unfurnished,19.26,14.655706976984803
Bangalore,Premium,3,4,1364.9,8,1,Unfurnished,9.92,16.63095957597618
Bangalore,Premium,5,5,1629.6,7,1,Fully-Furnished,8.61,16.910411014195184
Pune,Premium,2,2,916.1,6,1,Semi-Furnished,6.87,16.153983315671766
Bangalore,Mid,2,2,1012.6,16,0,Fully-Furnished,21.5,15.939353360939776
Hyderabad,Budget,2,3,824.1,6,1,Semi-Furnished,16.66,15.488742276804754
Bangalore,Mid,4,4,1612.4,1,1,Unfurnished,19.41,16.525457625543876
Mumbai,Premium,4,5,1451.7,7,0,Fully-Furnished,10.84,17.102709782273017
Pune,Mid,2,2,924.5,10,0,Unfurnished,7.28,15.761924580054245
Pune,Budget,3,3,1227.9,7,1,Unfurnished,29.7,15.789694217608162
Bangalore,Premium,2,3,1033.4,5,1,Fully-Furnished,10.22,16.372544129635344
Hyderabad,Premium,4,4,1719.9,7,1,Unfurnished,14.15,16.633065774408266
Bangalore,Mid,1,1,521.2,10,1,Unfurnished,11.91,15.366778109418469
Nagpur,Mid,2,2,900.2,11,0,Unfurnished,15.26,15.145117364960614
Mumbai,Mid,1,1,661.5,7,1,Unfurnished,10.23,16.03715497356396
Mumbai,Budget,1,1,471.1,11,0,Unfurnished,20.53,15.360406749255683
Nagpur,Budget,1,1,568.7,14,0,Semi-Furnished,32.33,14.318167105500713
Mumbai,Budget,1,2,553.2,22,1,Fully-Furnished,17.91,15.793082566742378
Bangalore,Budget,2,2,873.1,7,1,Semi-Furnished,30.65,15.637813619449876
Hyderabad,Mid,1,1,565.8,10,1,Fully-Furnished,5.27,15.227036898385279
Mumbai,Mid,2,3,851.1,14,0,Semi-Furnished,19.14,16.364728046722227
Pune,Budget,3,3,1209.5,1,1,Unfurnished,17.75,15.874719417387551
Pune,Budget,1,1,589.3,4,0,Unfurnished,13.2,14.952193539791732
Nagpur,Budget,2,3,788.2,4,0,Unfurnished,5.36,15.009664514792727
Pune,Mid,3,3,1650.0,1,0,Unfurnished,14.39,16.486993035621825
Mumbai,Premium,2,3,852.5,9,0,Semi-Furnished,10.64,16.538447007025418
Nagpur,Budget,2,3,797.7,8,0,Unfurnished,23.79,14.704907265919244
Bangalore,Mid,3,3,1104.5,4,0,Fully-Furnished,12.48,16.099512651613512
Bangalore,Mid,3,2,1163.6,6,1,Unfurnished,7.68,16.303160026117894
Mumbai,Premium,1,1,631.6,9,1,Fully-Furnished,8.33,16.254141217896226
Bangalore,Budget,2,2,870.2,14,0,Unfurnished,22.09,15.559894137465166
Mumbai,Budget,2,2,909.3,5,0,Semi-Furnished,34.5,16.180070043776826
Hyderabad,Mid,2,3,1016.8,14,0,Semi-Furnished,7.69,15.939460491046283
Bangalore,Mid,3,4,1344.2,11,0,Unfurnished,14.78,16.27287633229295
Mumbai,Budget,2,2,944.5,6,0,Semi-Furnished,19.89,16.229867589449253
Bangalore,Mid,3,3,1517.2,2,1,Semi-Furnished,12.85,16.413189637187187
Hyderabad,Mid,1,2,614.4,12,1,Unfurnished,11.68,15.271792162685923
Mumbai,Premium,3,4,1287.1,12,1,Unfurnished,11.23,17.102761372803286
Mumbai,Budget,2,3,1033.2,10,0,Fully-Furnished,21.97,16.29417987933283
Pune,Premium,5,6,1869.0,7,0,Fully-Furnished,1.94,16.877067181873013
Bangalore,Premium,2,2,960.2,12,0,Semi-Furnished,11.7,16.21708813366513
Hyderabad,Premium,4,5,1736.1,5,1,Semi-Furnished,4.25,16.648467104344906
Bangalore,Premium,2,2,730.8,12,1,Semi-Furnished,10.07,15.926003840296364
Mumbai,Mid,1,2,604.0,10,1,Semi-Furnished,17.06,16.072432791669467
Nagpur,Premium,3,3,1254.5,1,1,Unfurnished,4.62,16.00095682025736
Mumbai,Mid,2,1,748.7,9,1,Unfurnished,5.8,16.240983766823106
Bangalore,Premium,3,3,1447.0,3,1,Fully-Furnished,3.62,16.595571667251125
Hyderabad,Budget,2,2,913.0,8,0,Unfurnished,12.36,15.441277424412425
Bangalore,Mid,2,2,1050.6,7,0,Unfurnished,16.06,15.979157783939774
Hyderabad,Premium,5,6,2059.6,9,1,Fully-Furnished,4.4,16.934867482777083
Pune,Mid,1,1,441.9,9,0,Semi-Furnished,10.58,14.982389409976978
Mumbai,Budget,2,1,864.7,10,1,Semi-Furnished,18.04,16.145918870276876
Nagpur,Mid,1,1,611.1,10,1,Unfurnished,9.65,14.964093900578531
Mumbai,Premium,3,4,1234.5,1,1,Fully-Furnished,6.67,16.941708742852484
Bangalore,Mid,2,2,976.6,7,0,Fully-Furnished,3.33,16.04732720406992
Mumbai,Mid,2,2,899.3,2,1,Semi-Furnished,16.66,16.35599326384279
Pune,Premium,4,4,1381.4,11,1,Semi-Furnished,15.63,16.60245037141183
Pune,Premium,4,4,1665.6,3,1,Fully-Furnished,10.44,16.682752028038244
Bangalore,Mid,2,3,978.9,6,0,Fully-Furnished,16.88,16.060216824742504
Mumbai,Mid,2,2,1036.4,3,0,Unfurnished,8.0,16.556012460216657
Bangalore,Mid,2,2,766.8,12,0,Fully-Furnished,4.54,15.901916169123234
Hyderabad,Premium,4,5,1783.5,6,1,Fully-Furnished,6.51,16.58078881122237
Mumbai,Budget,2,2,1003.6,13,1,Fully-Furnished,14.61,16.351561820253888
Mumbai,Mid,2,2,896.4,4,0,Unfurnished,14.05,16.311736403262774
Pune,Budget,2,2,931.4,4,0,Unfurnished,10.66,15.597225246878951
Bangalore,Mid,3,3,1058.7,10,0,Unfurnished,18.35,15.988792791188326
Hyderabad,Mid,4,4,2063.0,4,0,Semi-Furnished,12.09,16.54279963271219
Hyderabad,Budget,2,3,826.9,11,0,Semi-Furnished,22.14,15.262023105375693
Mumbai,Mid,3,3,1275.6,5,1,Unfurnished,11.7,16.895002468995525
Bangalore,Mid,4,4,1642.9,2,0,Semi-Furnished,7.92,16.620079783680993
Bangalore,Premium,3,4,1327.2,8,1,Unfurnished,2.96,16.538407006130814
Pune,Mid,2,3,949.3,6,1,Fully-Furnished,13.11,16.012124949174797
Mumbai,Mid,2,2,898.8,7,0,Semi-Furnished,6.55,16.39657256060025
Nagpur,Mid,2,1,873.4,3,1,Semi-Furnished,9.37,15.395879018405465
Mumbai,Premium,2,2,967.5,7,0,Fully-Furnished,9.55,16.723076533318352
Bangalore,Premium,3,3,1211.0,11,1,Fully-Furnished,4.3,16.601675455474048
Bangalore,Premium,3,3,1303.5,11,1,Semi-Furnished,11.62,16.488477129701835
Mumbai,Mid,2,2,993.7,16,1,Fully-Furnished,9.56,16.606793388908702
Hyderabad,Budget,1,1,595.8,10,1,Semi-Furnished,18.94,14.739865883410099
Nagpur,Mid,2,2,896.9,8,0,Unfurnished,6.38,15.27583690620824
Pune,Mid,3,3,1077.8,8,1,Fully-Furnished,5.7,16.056000435849437
Mumbai,Mid,3,5,979.1,11,1,Fully-Furnished,8.8,16.655810088532476
Pune,Budget,2,2,823.6,5,0,Fully-Furnished,15.8,15.441543999664704
Hyderabad,Mid,1,2,457.2,13,1,Fully-Furnished,13.99,14.923693567488998
Mumbai,Mid,2,2,830.9,6,0,Unfurnished,23.14,16.25222795050211
Hyderabad,Premium,2,2,985.4,0,1,Fully-Furnished,12.35,16.149174753268525
Mumbai,Budget,2,2,1005.8,12,0,Semi-Furnished,23.29,16.15233957735042
Hyderabad,Mid,2,2,927.7,9,1,Fully-Furnished,12.72,15.84910513127161
Pune,Mid,3,2,1337.0,11,1,Semi-Furnished,12.75,16.30433452503632
Hyderabad,Premium,2,3,1003.7,9,1,Fully-Furnished,4.0,16.191641236430865
Pune,Mid,2,3,992.6,6,0,Fully-Furnished,9.34,15.942058108324263
Bangalore,Premium,3,4,1293.0,21,1,Semi-Furnished,2.01,16.667346479236787
Mumbai,Budget,2,2,903.0,15,1,Fully-Furnished,20.78,16.291810274136825
Mumbai,Mid,2,2,874.2,9,1,Fully-Furnished,12.51,16.455075044667918
Bangalore,Premium,2,2,864.9,5,1,Fully-Furnished,8.21,16.1290144236114
Nagpur,Budget,2,1,924.9,10,0,Unfurnished,18.26,14.794024257149292
Pune,Budget,1,1,474.0,2,0,Unfurnished,26.07,14.53051071340087
Hyderabad,Mid,1,1,608.9,7,1,Unfurnished,24.72,15.047458970193144
Mumbai,Mid,3,3,1127.6,3,1,Unfurnished,15.29,16.62359774987719
Mumbai,Mid,3,4,1210.2,11,0,Semi-Furnished,13.41,16.81370684334627
Pune,Budget,2,2,892.9,16,0,Fully-Furnished,16.39,15.45318270646895
Pune,Premium,1,1,577.7,6,1,Fully-Furnished,3.66,15.737168265396903
Pune,Budget,1,1,394.3,0,0,Unfurnished,16.98,14.183435087369144
Mumbai,Premium,3,3,1371.6,8,1,Fully-Furnished,8.68,17.18403855954992
Bangalore,Budget,1,1,460.2,6,1,Semi-Furnished,22.4,14.783972019167328
Hyderabad,Mid,2,2,929.5,12,0,Unfurnished,9.41,15.771146401611388
Hyderabad,Budget,1,2,573.1,9,0,Unfurnished,22.93,14.547031458464614
Mumbai,Mid,2,3,1077.5,11,1,Semi-Furnished,21.59,16.643474205267417
Hyderabad,Mid,4,4,2193.8,4,1,Fully-Furnished,16.92,16.54003458406904
Mumbai,Mid,2,2,850.2,11,0,Unfurnished,7.04,16.424386771026313
Mumbai,Mid,3,4,1180.6,11,1,Semi-Furnished,20.29,16.79173269044382
Bangalore,Premium,3,3,1308.3,20,1,Fully-Furnished,0.5,16.62018080789042
Hyderabad,Mid,4,4,1491.8,1,1,Fully-Furnished,6.16,16.24578219568968
Pune,Budget,1,1,591.6,12,1,Fully-Furnished,20.61,14.98522229772165
Hyderabad,Budget,1,1,447.9,4,0,Semi-Furnished,17.48,14.45752232640945
Pune,Premium,2,3,825.8,6,0,Semi-Furnished,0.5,16.045154029122774
Mumbai,Mid,4,4,1471.8,3,0,Unfurnished,17.34,16.88885181084525
Nagpur,Mid,3,3,1149.9,8,0,Unfurnished,17.17,15.58495420446447
Mumbai,Mid,2,2,767.6,14,0,Unfurnished,22.18,16.145602543647346
